"depth_bin","month","box","variable","mval","min","max","std","no","min_depth","max_depth"
1,6,6,"slca",0.900673979328166,0,6.3,0.62071826050515,387,0,10
2,6,6,"cphl",0.584632578947368,0,5.28,0.541064431332445,190,10,30
2,6,6,"ntrz",0.418365313653136,0,2.785,0.517933975607603,271,10,30
2,6,6,"phos",0.44221345323741,0.1,0.96,0.145217737764081,278,10,30
2,6,6,"slca",1.10843279850746,0,9,0.932986445956522,268,10,30
3,6,6,"cphl",0.442108215962441,0.01,3.94,0.573633474627992,213,30,100
3,6,6,"ntrz",4.9133712244898,0,24.87,3.88575102630413,343,30,100
3,6,6,"phos",0.793894886363637,0.11,1.46,0.24305130236237,352,30,100
3,6,6,"slca",4.37452890173411,0.254,18.02,3.23077906192738,346,30,100
4,6,6,"cphl",0.0856483333333333,0.03,0.465,0.0862592001226368,24,100,5000
4,6,6,"ntrz",15.257071875,3.22,23.3,5.28235654984063,160,100,5000
4,6,6,"phos",1.31376765714286,0.6595,1.94,0.294756552682171,175,100,5000
4,6,6,"slca",15.665921875,2.82,32.5499999999999,7.72534753111874,160,100,5000
1,7,6,"cphl",0.488979208791209,0.0271,6.96,0.456660012028194,1365,0,10
1,7,6,"ntrz",0.343782024062279,0,22.788,0.849185547924665,1413,0,10
1,7,6,"phos",0.266820412517781,0,1.62,0.120893429449661,1406,0,10
1,7,6,"slca",0.814954449152542,0,29.399,1.2506732521377,1416,0,10
2,7,6,"cphl",1.02754989528796,0.01,10.079,0.792721707373921,1146,10,30
2,7,6,"ntrz",0.710045193097782,0,11.619,0.947236972680619,1217,10,30
2,7,6,"phos",0.428219893267652,0,1.086,0.134627288312321,1218,10,30
2,7,6,"slca",1.44070578086672,0,12.119,1.21146097377926,1223,10,30
3,7,6,"cphl",0.560152676683361,0,17.53891,1.04623427819333,1797,30,100
3,7,6,"ntrz",4.60493849308047,0,37.975,2.92056216652583,1951,30,100
3,7,6,"phos",0.775124528205128,0,1.7925,0.184697673010388,1950,30,100
3,7,6,"slca",4.81943023481368,0,27.895,2.6158474857559,1959,30,100
4,7,6,"cphl",0.0421463944223108,0,0.85,0.0713740949664739,502,100,5000
4,7,6,"ntrz",13.483529342723,0.0445,35.6,4.24057642471072,639,100,5000
4,7,6,"phos",1.17208136792453,0,1.7675,0.232772595600374,636,100,5000
4,7,6,"slca",12.6931955676516,0.6475,30.7425,4.86574044109034,643,100,5000
1,8,6,"cphl",0.326659051724138,0.005,1.68,0.221248545483921,232,0,10
1,8,6,"ntrz",0.41346875,0,9.971,0.861889864140197,208,0,10
1,8,6,"phos",0.273120689655172,0.015,1.076,0.123680266743326,203,0,10
1,8,6,"slca",1.04163461538462,0,8.88299999999999,0.988082720457899,208,0,10
2,8,6,"cphl",0.752742168674699,0.01,3.284,0.582889837634082,166,10,30
2,8,6,"ntrz",0.77,0,5.003,0.989099180663491,149,10,30
2,8,6,"phos",0.436496644295302,0.1,1.72,0.194005054411765,149,10,30
2,8,6,"slca",1.72077852348993,0,6,1.18887240947973,149,10,30
3,8,6,"cphl",0.423555327868852,0.008,21.76,1.4211494150907,244,30,100
3,8,6,"ntrz",5.38229024390244,0,23.7399999999999,4.08313562525395,205,30,100
3,8,6,"phos",0.802492788461539,0.14,2.44,0.25632697961616,208,30,100
3,8,6,"slca",5.48907177033492,0.526,17.1499999999999,3.02013310998634,209,30,100
4,8,6,"cphl",0.0308905660377358,0.005,0.16,0.0302552364453783,53,100,5000
4,8,6,"ntrz",14.0900431034483,5.52,21.9774999999999,4.02218617486839,58,100,5000
4,8,6,"phos",1.24998360655738,0.69,1.84,0.257702039948159,61,100,5000
4,8,6,"slca",12.225631147541,4.521,34,5.17171102239677,61,100,5000
1,9,6,"cphl",0.551011702127659,0.07,2.52,0.472704530014842,188,0,10
1,9,6,"ntrz",0.389565517241379,0,3.77,0.565745093927187,145,0,10
1,9,6,"phos",0.283725165562914,0.0285,0.88,0.169557745215229,151,0,10
1,9,6,"slca",1.37657324840764,0,5.558,0.877280655643873,157,0,10
2,9,6,"cphl",0.603902325581395,0.07,2.9107,0.497323633764182,86,10,30
2,9,6,"ntrz",0.585,0,6.657,1.16041809042186,84,10,30
2,9,6,"phos",0.318945652173913,0.0265,0.948,0.187226848016654,92,10,30
2,9,6,"slca",1.54044680851064,0,9.43699999999999,1.45239731831841,94,10,30
3,9,6,"cphl",0.449066,0.0088,2.9883,0.605624962451984,150,30,100
3,9,6,"ntrz",5.67377419354839,0,15.21,3.41186085218233,155,30,100
3,9,6,"phos",0.808282467532467,0.18,1.52,0.252675292970111,154,30,100
3,9,6,"slca",5.37577215189873,0.27,12.925,2.93122865023932,158,30,100
4,9,6,"cphl",0.0318,0.01,0.1,0.0194334145224147,26,100,5000
4,9,6,"ntrz",14.3278461538461,5.24,22.48,4.43840418409111,52,100,5000
4,9,6,"phos",1.25086538461538,0.69,2,0.270723524322172,52,100,5000
4,9,6,"slca",13.9864423076923,3.72,26.12,5.88818052197377,52,100,5000
1,10,6,"cphl",1.39559120906801,0.034,12.56,1.60704550716573,397,0,10
1,10,6,"ntrz",0.436437321937322,0,2.462,0.426357114303701,351,0,10
1,10,6,"phos",0.3316330749354,0.03,0.89,0.135183792531939,387,0,10
1,10,6,"slca",1.77361440677966,0.265,8.143,0.947717525863421,354,0,10
2,10,6,"cphl",0.829535691964286,0.049,2.547,0.459413392587771,448,10,30
2,10,6,"ntrz",0.682889721627408,0,5.46,0.758552439716404,467,10,30
2,10,6,"phos",0.346323647294589,0.04,1.11,0.144624402620225,499,10,30
2,10,6,"slca",1.8167670940171,0.235,8.49499999999999,1.12340780988423,468,10,30
3,10,6,"cphl",0.29043867768595,0,2.565,0.36840694110172,1089,30,100
3,10,6,"ntrz",5.42404821600771,0,14.3599999999999,3.03842468671243,1037,30,100
3,10,6,"phos",0.797213503649634,0.099,1.65,0.266474270846107,1096,30,100
3,10,6,"slca",5.66124397299903,0.397,14.99,2.74742398262867,1037,30,100
4,10,6,"cphl",0.0388635294117647,0.002,0.209,0.0288622007174107,85,100,5000
4,10,6,"ntrz",14.0826153846154,0,23.1709999999999,4.23517988820742,260,100,5000
4,10,6,"phos",1.22529182156134,0.2875,2.09,0.233098758312638,269,100,5000
4,10,6,"slca",12.9053134615384,0.917,29.2139999999999,4.57836416310997,260,100,5000
1,11,6,"cphl",0.987801462264151,0.1,3.32,0.542342898067801,212,0,10
1,11,6,"ntrz",1.43015466063348,0.03,7.33,1.12907717672302,221,0,10
1,11,6,"phos",0.427249641255606,0,1.035,0.165297916207596,223,0,10
1,11,6,"slca",2.985939030837,0,7.29,1.48699455552114,227,0,10
2,11,6,"cphl",0.852585206185567,0.065,3.15,0.539746812710649,194,10,30
2,11,6,"ntrz",1.41904408071749,0,5.58,1.00148492030131,223,10,30
2,11,6,"phos",0.490191087866109,0.14,1.551,0.181994962989181,239,10,30
2,11,6,"slca",2.94203897872341,0,8.86999999999999,1.4975287164014,235,10,30
3,11,6,"cphl",0.259938860759494,0.02,3.157,0.338691267284401,237,30,100
3,11,6,"ntrz",5.55156967164178,0.09,19.8,3.26293743690569,335,30,100
3,11,6,"phos",0.842009777158774,0.09,1.545,0.298016773563318,359,30,100
3,11,6,"slca",6.23218934844193,0,18.925,3.45080977308618,353,30,100
4,11,6,"cphl",0.0573548484848485,0,0.66,0.0878917922525266,66,100,5000
4,11,6,"ntrz",15.6947449494949,4.21,26.02,5.60916815743686,198,100,5000
4,11,6,"phos",1.37357317073171,0.53,2.13,0.289404086314761,205,100,5000
4,11,6,"slca",16.4900179901961,3.35,35.7299999999999,7.98783989654343,204,100,5000
1,12,6,"cphl",0.348709677419355,0.14,1.36,0.192325235729103,62,0,10
1,12,6,"ntrz",6.13920481927711,0.79,11.57,2.39364518179239,83,0,10
1,12,6,"phos",0.634525,0,1.15,0.232865942869465,100,0,10
1,12,6,"slca",6.33810096153846,1.42,11.63,2.09692017730744,104,0,10
2,12,6,"cphl",0.344774193548387,0.14,0.765,0.170495299969905,31,10,30
2,12,6,"ntrz",3.85066666666667,0.88,7.62,1.55002519903615,18,10,30
2,12,6,"phos",0.622,0.21,0.9,0.162477147714415,35,10,30
2,12,6,"slca",6.30622222222222,1.38,11.88,2.32087622752529,36,10,30
3,12,6,"cphl",0.206978260869565,0.01,0.749,0.194307143933451,46,30,100
3,12,6,"ntrz",6.04187179487179,2.18,14.25,2.94195988361756,39,30,100
3,12,6,"phos",0.778623188405797,0,1.19,0.220133188390258,69,30,100
3,12,6,"slca",7.5030895522388,2.695,20.32,3.24218014815201,67,30,100
4,12,6,"cphl",0.0422222222222222,0.01,0.19,0.056740148435164,9,100,5000
4,12,6,"ntrz",16.2993103448276,4.27,23.25,5.35367676130451,29,100,5000
4,12,6,"phos",1.36986111111111,0.46,2.095,0.343035787618874,36,100,5000
4,12,6,"slca",17.7358333333333,3.88,30.6,6.83406389242258,36,100,5000
1,1,7,"cphl",0.528333333333333,0.24,1.22,0.325320354932386,12,0,10
1,1,7,"ntrz",7.03461538461538,4.82,8.44999999999999,1.13395778422755,13,0,10
1,1,7,"phos",0.720769230769231,0.43,1.11,0.206618067073104,13,0,10
1,1,7,"slca",6.15125,4.21,7.57,1.16455928716976,16,0,10
2,1,7,"cphl",NA,NA,NA,NA,0,10,30
2,1,7,"ntrz",5.41125,4.9,6.7,0.861223693357307,4,10,30
2,1,7,"phos",0.766428571428571,0.38,1.03,0.266125194312036,7,10,30
2,1,7,"slca",5.385,4.19,7.44,1.35185586721155,8,10,30
3,1,7,"cphl",NA,NA,NA,NA,0,30,100
3,1,7,"ntrz",5.65333333333333,5.12,6.07,0.485626742811116,3,30,100
3,1,7,"phos",0.666666666666667,0.32,1.46,0.422737112951615,6,30,100
3,1,7,"slca",5.35666666666667,3.01,8.15,1.70253487482636,9,30,100
4,1,7,"cphl",NA,NA,NA,NA,0,100,5000
4,1,7,"ntrz",18.4623333333333,8.81,25.225,4.9967874917886,15,100,5000
4,1,7,"phos",1.2921875,0.52,1.875,0.409523986883959,16,100,5000
4,1,7,"slca",11.8395,4.4,16.1099999999999,3.39622968196079,20,100,5000
1,2,7,"cphl",0.611428571428571,0.57,0.64,0.0260950643025148,7,0,10
1,2,7,"ntrz",10.8664285714285,2.94,14.2899999999999,3.32233376534501,14,0,10
1,2,7,"phos",0.514285714285714,0.34,0.67,0.102184921792592,14,0,10
1,2,7,"slca",5.71214285714286,2.96,7.03,1.16225363689838,14,0,10
2,2,7,"cphl",NA,NA,NA,NA,0,10,30
2,2,7,"ntrz",5.91333333333332,3.66,10.4499999999999,3.14811477977956,6,10,30
2,2,7,"phos",0.464,0.31,0.62,0.140463518395347,5,10,30
2,2,7,"slca",3.74333333333333,3.32,4.09,0.329342779891509,6,10,30
3,2,7,"cphl",NA,NA,NA,NA,0,30,100
3,2,7,"ntrz",5.50888888888889,1.95,9.72,2.76121098634478,9,30,100
3,2,7,"phos",0.555555555555556,0.34,0.75,0.149089831235325,9,30,100
3,2,7,"slca",4.59888888888889,2.04,8.93,1.99957773320047,9,30,100
4,2,7,"cphl",NA,NA,NA,NA,0,100,5000
4,2,7,"ntrz",6.49666666666667,3.25,8.73,2.87710502646903,3,100,5000
4,2,7,"phos",0.671666666666667,0.45,0.81,0.147297884121486,6,100,5000
4,2,7,"slca",5.895,2.68,9.46,2.77363840469518,6,100,5000
1,3,7,"cphl",3.14521989130434,0.095,15.443,4.0671891293464,92,0,10
1,3,7,"ntrz",4.66644382022472,0.052,60,6.40089895250792,89,0,10
1,3,7,"phos",0.593403225806452,0.18,1.09,0.176756253472557,93,0,10
1,3,7,"slca",3.09451685393258,0.36,6.86,1.7271828801309,89,0,10
2,3,7,"cphl",2.75890210526316,0.128,15.6809999999999,3.59872208255277,95,10,30
2,3,7,"ntrz",5.16676262626262,0.432,12.27,2.68084596032235,99,10,30
2,3,7,"phos",0.674835,0.31,1.13,0.178381600024422,100,10,30
2,3,7,"slca",3.53105102040816,0.33,6.6885,1.59061433455367,98,10,30
3,3,7,"cphl",1.4925958490566,0.001,12.2781,2.35182996992185,106,30,100
3,3,7,"ntrz",6.86565289256198,0.696,22,3.65852418779472,121,30,100
3,3,7,"phos",0.709811023622047,0.277,1.56,0.215532295384487,127,30,100
3,3,7,"slca",3.98042561983471,0.16,9.6,1.78328609788825,121,30,100
4,3,7,"cphl",0.174176470588235,0,1.318,0.236309774799845,34,100,5000
4,3,7,"ntrz",15.5638041237113,3.21,24.52,4.03378220129,194,100,5000
4,3,7,"phos",1.16500210970464,0.07,1.76,0.239672978552178,237,100,5000
4,3,7,"slca",10.9920429292929,0.46,25.5,4.32033656765214,198,100,5000
1,4,7,"cphl",2.79548326180257,0.48,10.6709999999999,2.29546151244288,233,0,10
1,4,7,"ntrz",1.24974222222222,0,6.974,1.17651955513332,225,0,10
1,4,7,"phos",0.454687234042553,0.14,0.856,0.109055331006555,235,0,10
1,4,7,"slca",1.4070462184874,0,5.927,0.979721829313679,238,0,10
2,4,7,"cphl",2.93800085959885,0.1435,11.595,2.54369731787619,349,10,30
2,4,7,"ntrz",1.49505555555556,0,7.375,1.32783520815387,342,10,30
2,4,7,"phos",0.473247922437673,0.15,2.12,0.155089338598953,361,10,30
2,4,7,"slca",1.51965846994536,0,4.88,1.00141726186077,366,10,30
3,4,7,"cphl",2.07681265822785,0.01,16.128,2.60595962761848,790,30,100
3,4,7,"ntrz",4.13781592039801,0,19.35,3.00037458947311,804,30,100
3,4,7,"phos",0.62347012195122,0.202,1.97,0.195013167640287,820,30,100
3,4,7,"slca",2.97408353510896,0.105,12.43,1.884708701304,826,30,100
4,4,7,"cphl",0.374607857142857,0.01,3.282,0.504857078011586,140,100,5000
4,4,7,"ntrz",16.7809961336253,1.094,26.0749999999999,3.95236759311955,913,100,5000
4,4,7,"phos",1.19867768577494,0.195,2.54,0.251281837190353,942,100,5000
4,4,7,"slca",11.5336172756072,1.153,28.968,3.62513399367348,947,100,5000
1,5,7,"cphl",1.1399131496063,0.09,7.48,1.28712923039762,127,0,10
1,5,7,"ntrz",0.64508,0,6.36,1.15533717960856,100,0,10
1,5,7,"phos",0.353155172413793,0.02,2,0.233693402018385,116,0,10
1,5,7,"slca",0.85264406779661,0,4.137,0.887686937340633,118,0,10
2,5,7,"cphl",1.511185625,0.11,7.668,1.60048656584445,144,10,30
2,5,7,"ntrz",0.757484193548386,0,19.3299999999999,1.90215760208657,124,10,30
2,5,7,"phos",0.36426974025974,0.06,1.37,0.212839381991984,154,10,30
2,5,7,"slca",1.00573681818182,0,12.07,1.29671569062561,154,10,30
3,5,7,"cphl",1.42720145714286,0.02,12.7899999999999,2.01050076690979,350,30,100
3,5,7,"ntrz",4.7191631097561,0,18.2399999999999,3.79038790367383,328,30,100
3,5,7,"phos",0.594928381962865,0.13,1.55,0.251216654219451,377,30,100
3,5,7,"slca",3.08533464566929,0,23.84,3.08901981220865,381,30,100
4,5,7,"cphl",0.291169452054794,0.01,3.33,0.480164280023834,73,100,5000
4,5,7,"ntrz",16.6549415,0.33,24.3655,3.71817426885557,460,100,5000
4,5,7,"phos",1.1077183625731,0.18,1.704,0.309540954732469,513,100,5000
4,5,7,"slca",11.573207456979,0.11,28.2169999999999,5.5053519178982,523,100,5000
1,6,7,"cphl",0.635108955223881,0.05,3.72,0.871267640845943,67,0,10
1,6,7,"ntrz",0.396172619047619,0,6.6225,1.05384959402735,84,0,10
1,6,7,"phos",0.365291262135922,0,0.945,0.164902281287681,103,0,10
1,6,7,"slca",0.965267857142858,0,4.7785,0.914945427454255,84,0,10
2,6,7,"cphl",0.573623859649123,0.048,4.13,0.691478197380578,57,10,30
2,6,7,"ntrz",0.339321428571428,0,4.95,0.792441768700097,70,10,30
2,6,7,"phos",0.424530701754386,0.08,0.69,0.145569347356401,114,10,30
2,6,7,"slca",0.650602739726027,0,2.93,0.516049180465444,73,10,30
3,6,7,"cphl",0.751425967741935,0.011,9.3424,1.22532315229538,124,30,100
3,6,7,"ntrz",4.78507741935483,0,13.1099999999999,3.73793624963092,155,30,100
3,6,7,"phos",0.627803030303031,0.16,1.24,0.220169475772271,198,30,100
3,6,7,"slca",2.85546496815287,0,9.24,2.17417869411813,157,30,100
4,6,7,"cphl",0.0355469230769231,0.006,0.0864,0.0277333687487446,26,100,5000
4,6,7,"ntrz",17.284025,4.9,26.404,3.59009810472454,300,100,5000
4,6,7,"phos",1.19274857954545,0.54,1.89,0.222674698530161,352,100,5000
4,6,7,"slca",11.6931953642384,2.28,27.353,4.3483756808001,302,100,5000
1,7,7,"cphl",0.366153943661972,0.03,3.05,0.487149098878886,71,0,10
1,7,7,"ntrz",0.520208333333332,0,17.8479999999999,2.11754102301582,72,0,10
1,7,7,"phos",0.271806666666667,0.045,1.1235,0.152511915647317,75,0,10
1,7,7,"slca",0.89663698630137,0,22.1445,2.54422533131987,73,0,10
2,7,7,"cphl",0.798274210526316,0.1051,3.48,0.534280691808246,57,10,30
2,7,7,"ntrz",0.315551724137931,0,3.0355,0.52723621233131,58,10,30
2,7,7,"phos",0.312015151515152,0.066,0.765,0.131279559885851,66,10,30
2,7,7,"slca",0.948533898305085,0,2.577,0.537771205551904,59,10,30
3,7,7,"cphl",0.530979594594595,0.0114,4.781,0.706110240049366,74,30,100
3,7,7,"ntrz",4.99982278481013,0,13.2805,3.55772943837129,79,30,100
3,7,7,"phos",0.646721590909091,0.2195,1.84,0.233748708988439,88,30,100
3,7,7,"slca",3.36377777777778,0.41,13,2.05382455433759,81,30,100
4,7,7,"cphl",0.0300252631578947,0,0.54,0.071906795479219,57,100,5000
4,7,7,"ntrz",17.6504107142857,0.036,26.6499999999999,4.45521762151068,112,100,5000
4,7,7,"phos",1.2059347826087,0.1845,1.93,0.263997849098784,138,100,5000
4,7,7,"slca",11.3030714285714,0.314,17.3754999999999,3.01939777708956,112,100,5000
1,8,7,"cphl",0.19286393442623,0.015,0.51,0.12443082553878,61,0,10
1,8,7,"ntrz",0.326931034482759,0,5.98,0.784451442305866,58,0,10
1,8,7,"phos",0.227508064516129,0.028,1.06,0.167900621756908,62,0,10
1,8,7,"slca",0.877103448275862,0,5.69,0.818245720603626,58,0,10
2,8,7,"cphl",0.400068181818182,0.052,1.64,0.402078718876493,44,10,30
2,8,7,"ntrz",0.259551282051282,0,2.007,0.37231429130705,39,10,30
2,8,7,"phos",0.231766666666667,0,0.87,0.19934419753509,45,10,30
2,8,7,"slca",1.37857692307692,0,4.62,0.836141187857881,39,10,30
3,8,7,"cphl",0.373717777777778,0.01,1.479,0.360777454249776,45,30,100
3,8,7,"ntrz",3.6025,0,14.19,3.24800271660275,35,30,100
3,8,7,"phos",0.612142857142857,0.043,1.25,0.304824485399311,42,30,100
3,8,7,"slca",3.57992857142857,0,8.75,1.85469690382068,35,30,100
4,8,7,"cphl",0.0193586206896552,0,0.08,0.018875920360558,29,100,5000
4,8,7,"ntrz",16.7152755102041,8.55,24.01,4.55613696826098,49,100,5000
4,8,7,"phos",1.15094736842105,0.573,1.62,0.287486551325418,76,100,5000
4,8,7,"slca",10.59957,0,21.19,4.15022321013937,50,100,5000
1,9,7,"cphl",0.2002,0.03,0.502,0.092265420701056,57,0,10
1,9,7,"ntrz",0.302,0,1.095,0.293794751369393,60,0,10
1,9,7,"phos",0.214809090909091,0.018,0.67,0.130185462112536,55,0,10
1,9,7,"slca",0.9788,0.09,5.247,0.7555712352422,60,0,10
2,9,7,"cphl",0.300963157894737,0.05,4.36,0.497920342716813,76,10,30
2,9,7,"ntrz",0.234013157894737,0,0.98,0.245626029750977,76,10,30
2,9,7,"phos",0.223358108108108,0.02,1.03,0.176672681646618,74,10,30
2,9,7,"slca",0.866092105263158,0.125,2.06,0.377431324530493,76,10,30
3,9,7,"cphl",0.535346666666667,0.019,5.917,0.747486600197529,180,30,100
3,9,7,"ntrz",4.06724022346368,0,17.605,4.07749773363654,179,30,100
3,9,7,"phos",0.510514204545455,0.0245,1.2605,0.285502111220501,176,30,100
3,9,7,"slca",3.07425555555556,0.21,21.425,2.74771220452716,180,30,100
4,9,7,"cphl",0.048,0.009,0.1524,0.041302500550501,30,100,5000
4,9,7,"ntrz",16.8063922261484,0.58,24.068,3.68073333035133,283,100,5000
4,9,7,"phos",1.16270072992701,0.2525,1.73,0.301260319446032,274,100,5000
4,9,7,"slca",12.532406779661,0.985,31.558,4.51427836692682,295,100,5000
1,10,7,"cphl",0.650370687022901,0.033,4.58,0.703790575040387,131,0,10
1,10,7,"ntrz",0.362152892561984,0,6.893,0.659599110707201,121,0,10
1,10,7,"phos",0.200865808823529,0,0.9205,0.10772291232984,136,0,10
1,10,7,"slca",1.15817063492063,0,6.555,0.959468363548686,126,0,10
2,10,7,"cphl",0.481995175879397,0.011,4.048,0.389850169945985,199,10,30
2,10,7,"ntrz",0.353079710144928,0,2.231,0.356286993887663,207,10,30
2,10,7,"phos",0.191382009345794,0,0.45,0.083578631926605,214,10,30
2,10,7,"slca",1.01564423076923,0,4.785,0.662309630557974,208,10,30
3,10,7,"cphl",0.368126974789916,0.0035,4.204,0.468090821744408,476,30,100
3,10,7,"ntrz",4.14971968190855,0,17.811,3.59233960554733,503,30,100
3,10,7,"phos",0.55652427184466,0.002,1.346,0.29485341753803,515,30,100
3,10,7,"slca",3.54493737574552,0.28,12.69,2.35846323233616,503,30,100
4,10,7,"cphl",0.0281254022988506,0.003,0.0869,0.0177791967409914,87,100,5000
4,10,7,"ntrz",17.2517523255814,0.28,25.19,3.35911454032859,860,100,5000
4,10,7,"phos",1.19487033799534,0.246,1.8955,0.223589400392841,858,100,5000
4,10,7,"slca",13.1110779069767,1.455,29.111,4.28392931776747,860,100,5000
1,11,7,"cphl",0.838973428571428,0.22,1.987,0.434546508402,35,0,10
1,11,7,"ntrz",0.495939393939394,0,1.93,0.492421626974406,33,0,10
1,11,7,"phos",0.324371428571429,0,0.81,0.156065471878328,35,0,10
1,11,7,"slca",1.51068181818182,0.552,3.3,0.681300798773266,33,0,10
2,11,7,"cphl",0.862530588235294,0.22,2.26,0.463912668179742,51,10,30
2,11,7,"ntrz",0.417141304347826,0,0.962,0.298895850739638,46,10,30
2,11,7,"phos",0.31434375,0.08,0.48,0.0909139853161428,48,10,30
2,11,7,"slca",1.43470652173913,0.358,4.405,0.713460398154165,46,10,30
3,11,7,"cphl",0.265782596153846,0.015,1.187,0.29768817320806,104,30,100
3,11,7,"ntrz",4.72608636363636,0,12.5749999999999,3.47826719411628,110,30,100
3,11,7,"phos",0.681789473684211,0.115,1.2165,0.304116280267292,114,30,100
3,11,7,"slca",4.45043636363636,0.6455,11.32,2.85780077206127,110,30,100
4,11,7,"cphl",0.0386788888888889,0.01,0.24,0.053468699022544,18,100,5000
4,11,7,"ntrz",17.4406583333333,7.2845,25.1299999999999,4.10725151561661,120,100,5000
4,11,7,"phos",1.22435106382979,0.603,1.655,0.196817144512007,141,100,5000
4,11,7,"slca",11.740325,4.8,21.2465,2.73909042104561,120,100,5000
1,12,7,"cphl",0.989352941176471,0.36,2.792,0.662046225720748,34,0,10
1,12,7,"ntrz",1.60803571428571,0,4.366,1.05142057279638,28,0,10
1,12,7,"phos",0.330240740740741,0,0.93,0.274971760826946,54,0,10
1,12,7,"slca",3.11230555555556,1,7.59,1.63864339046393,36,0,10
2,12,7,"cphl",1.006,0.45,2.848,0.669295898687568,47,10,30
2,12,7,"ntrz",1.5805,0,4.38,1.05163423616135,46,10,30
2,12,7,"phos",0.410943396226415,0,0.914,0.227116660559344,53,10,30
2,12,7,"slca",2.41914583333333,0.755,3.825,0.836585867948028,48,10,30
3,12,7,"cphl",0.539159292035398,0.006,2.904,0.628332964028793,113,30,100
3,12,7,"ntrz",4.5812,0,15.004,3.69492958505735,110,30,100
3,12,7,"phos",0.540171875,0,1.361,0.331976474580951,128,30,100
3,12,7,"slca",4.25314159292035,1.08,14.73,2.89590822438456,113,30,100
4,12,7,"cphl",0.162478260869565,0,2.829,0.582958666051128,23,100,5000
4,12,7,"ntrz",17.4425694444444,8.87299999999999,26.675,3.7200263903357,144,100,5000
4,12,7,"phos",1.12467428571429,0.126,1.849,0.397928316439821,175,100,5000
4,12,7,"slca",10.9908456375839,4.299,23.17,3.23120914261341,149,100,5000
1,1,8,"cphl",0.17,0.17,0.17,0,1,0,10
1,1,8,"ntrz",5.69807692307692,0.16,9.07,2.51069009309985,13,0,10
1,1,8,"phos",0.717333333333333,0.49,1.026,0.201755177170628,12,0,10
1,1,8,"slca",5.49076923076923,2.845,8.32,2.32576765656153,13,0,10
2,1,8,"cphl",NA,NA,NA,NA,0,10,30
2,1,8,"ntrz",0.59,0.32,0.86,0.381837661840736,2,10,30
2,1,8,"phos",0.56,0.49,0.63,0.0989949493661167,2,10,30
2,1,8,"slca",4.135,4.11,4.16,0.0353553390593273,2,10,30
3,1,8,"cphl",NA,NA,NA,NA,0,30,100
3,1,8,"ntrz",5.29314814814815,0.01,8.6,1.84707833126356,27,30,100
3,1,8,"phos",0.692148148148148,0.3,0.975,0.170379148169763,27,30,100
3,1,8,"slca",4.67425925925926,2.77,7.87,1.6657873535126,27,30,100
4,1,8,"cphl",NA,NA,NA,NA,0,100,5000
4,1,8,"ntrz",15.9277049180328,6.305,22.55,5.32695547614288,61,100,5000
4,1,8,"phos",1.24411475409836,0.685,1.725,0.298788894168924,61,100,5000
4,1,8,"slca",16.0932786885246,5.03,30.51,7.51958924439171,61,100,5000
1,2,8,"cphl",0.185,0.18,0.19,0.00707106781186548,2,0,10
1,2,8,"ntrz",3.58666666666667,2.21,5.47,1.68802646108802,3,0,10
1,2,8,"phos",0.89,0.7,1.24,0.30347981810987,3,0,10
1,2,8,"slca",3.405,3.06,3.705,0.324846117415616,3,0,10
2,2,8,"cphl",0.18,0.18,0.18,0,2,10,30
2,2,8,"ntrz",6.03208333333333,3.19,9.61999999999999,1.85098187498288,12,10,30
2,2,8,"phos",0.784583333333333,0.66,0.92,0.0879942749515128,12,10,30
2,2,8,"slca",4.83083333333333,2.45,7.58,1.54152497301349,12,10,30
3,2,8,"cphl",0.18,0.18,0.18,0,1,30,100
3,2,8,"ntrz",6.1859375,3.58,9.55,1.44179658614984,16,30,100
3,2,8,"phos",0.7725,0.68,0.97,0.0748776780266767,16,30,100
3,2,8,"slca",4.510625,2.36,7.16,1.14512135455884,16,30,100
4,2,8,"cphl",NA,NA,NA,NA,0,100,5000
4,2,8,"ntrz",18.9735576923077,6.3,24.28,5.70388896714754,52,100,5000
4,2,8,"phos",1.46711538461538,0.79,2.01,0.302545323381224,52,100,5000
4,2,8,"slca",20.211923076923,4.61,34.43,9.53100313393425,52,100,5000
1,3,8,"cphl",1.13739586666667,0.106,11.3,2.07413085127638,75,0,10
1,3,8,"ntrz",4.418546,0.35,8.045,1.91619704931288,105,0,10
1,3,8,"phos",0.684184190476191,0.29,1.46,0.158448277643022,105,0,10
1,3,8,"slca",4.75612980769231,0.18,10.595,2.079303370211,104,0,10
2,3,8,"cphl",0.510561219512195,0.21,1.787,0.32069356325155,41,10,30
2,3,8,"ntrz",4.65224390243903,2.32,7.65,1.62207058308952,41,10,30
2,3,8,"phos",0.698341463414634,0.52,0.92,0.10531135023256,41,10,30
2,3,8,"slca",4.79821951219512,2.27,8.19,1.5408252092985,41,10,30
3,3,8,"cphl",0.644668666666667,0.177,3.43,0.805825434169981,15,30,100
3,3,8,"ntrz",4.85894736842105,2.178,7.35,1.44956914954004,19,30,100
3,3,8,"phos",0.698605263157895,0.55,0.85,0.0946984364160735,19,30,100
3,3,8,"slca",4.70752631578947,2.572,6.8095,1.28907990953156,19,30,100
4,3,8,"cphl",0.0149377777777778,0,0.10179,0.0206228927042756,36,100,5000
4,3,8,"ntrz",17.037629032258,4.22,22.308,4.40237672390077,62,100,5000
